"drugId"|"foodInteractionDescription"
"DB01155"|"Take with or without food. The absorption is unaffected by food."
"DB01156"|"Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects. Take with or without food. Co-administration with food does not significantly affect pharmacokinetics."
"DB01157"|""
"DB01158"|""
"DB01159"|""
"DB01160"|""
"DB01161"|""
"DB01162"|"Take with or without food. A meal does not significantly affect the extent of absorption but delays Tmax by 40 minutes."
"DB01163"|""
"DB01164"|""
"DB01165"|"Limit caffeine intake. Take with or without food. The absorption is unaffected by food."
"DB01166"|"Avoid grapefruit products. Take on an empty stomach. A high fat meal will increase absorption."
"DB01167"|"Avoid grapefruit products. Avoid multivalent ions. Calcium, iron, and aluminum containing products taken up to 2 hours before and 6 hours after administration can decrease drug concentrations. Take with food."
"DB01168"|"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing). Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
"DB01169"|""
"DB01170"|"Take with or without food. The absorption is unaffected by food."
"DB01171"|"Avoid excessive or chronic alcohol consumption. Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread. Take after a meal."
"DB01172"|""
"DB01173"|"Avoid alcohol. Take with or without food. Food does not significantly affect absorption."
"DB01174"|"Administer vitamin supplements. Avoid alcohol. Limit caffeine intake. Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption."
"DB01175"|"Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided. Take with or without food. The absorption is unaffected by food."
"DB01176"|"Avoid alcohol. Take with or without food. The absorption is unaffected by food."
"DB01177"|""
"DB01178"|""
"DB01179"|""
"DB01180"|""
"DB01181"|"Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide. Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy. Exercise caution with St. John's Wort. Close monitoring is warranted as this herb induces the CYP3A4 metabolism of ifosfamide to its alkylating active metabolites, including, chloroacetaldehyde, a nephrotoxic and neurotoxic metabolite."
"DB01182"|"Avoid grapefruit products. Take with or without food. Take consistently at the same time in regard to meals."
"DB01183"|"Take separate from meals. When formulated as a buccal film or sublingual form, avoid eating or drinking until the film has completely dissolved."
"DB01184"|"Take before a meal. Take 15-30 minutes before meals."
"DB01185"|"Take with food."
"DB01186"|"Take with or without food."
"DB01187"|""
"DB01188"|""
"DB01189"|""
"DB01190"|"Take with a full glass of water. Clindamycin may cause esophageal irritation if the dosage form becomes lodged. Take with or without food. Food does not appreciably alter the absorption of clindamycin."
"DB01191"|"Take with food."
"DB01192"|"Avoid alcohol. Ingesting alcohol has unpredictable effects on the pharmacokinetics of oxymorphone. Alcohol may also potentiate the CNS depressant effects of oxymorphone. Take on an empty stomach. Take oxymorphone at least one hour before or two hours after eating as food may increase the absorption of oxymorphone."
"DB01193"|"Take with or without food. Food decreases absorption rate and maximum concentration, but not to a clinically significant extent."
"DB01194"|""
"DB01195"|"Take with or without food. The absorption is unaffected by food."
"DB01196"|"Avoid milk and dairy products. Take on an empty stomach."
"DB01197"|"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. Limit salt intake. Salt may attenuate the antihypertensive effect. Take separate from meals. The presence of food decreases absorption. Take one hour prior to meals."
"DB01198"|"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of zopiclone. Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of zopiclone, increasing its sedative effects."
"DB01199"|""
"DB01200"|"Avoid alcohol. Take with food. Food reduces irritation."
"DB01201"|"Take with food. Taking rifapentine with food increases its bioavailability and reduces gastrointestinal upset. Rifapentine tablets can be crushed and mixed with semisolid food if necessary."
"DB01202"|"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
"DB01203"|"Avoid alcohol. Avoid natural licorice. Take with or without food. The absorption is unaffected by food."
"DB01204"|""
"DB01205"|"Take separate from meals. Eating during an intravenous infusion of flumazenil increases the elimination of flumazenil, potentially through elevated hepatic blood flow."
"DB01206"|""
"DB01207"|""
"DB01208"|""
"DB01209"|""
"DB01210"|""
"DB01211"|"Take with food. Food increases absorption."
"DB01212"|""
"DB01213"|"Avoid alcohol. Fomepizole reduces the metabolism of alcohol by alcohol dehydrogenase, and alcohol also reduces fomepizole metabolism and elimination."
"DB01214"|""
"DB01215"|"Avoid alcohol. Take with or without food. The absorption is unaffected by food."
"DB01216"|"Take with or without food. The absorption is unaffected by food."
"DB01217"|"Take with or without food. Co-administration with food reduces the rate, but not the overall extent, of absorption."
"DB01218"|"Take on an empty stomach. Food increases the bioavailability 6-fold, which may increase the risk of cardiotoxicity."
"DB01219"|"Take with or without food. The absorption is unaffected by food."
"DB01220"|"Take with or without food. Fatty meals may increase the systemic AUC of rifaximin, but do not impact Cmax. Rifaximin is an antibacterial used for local action in the gastrointestinal tract; therefore, changes in systemic exposure may not significantly impact efficacy."
"DB01221"|"Avoid alcohol."
"DB01222"|"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
"DB01223"|"Administer vitamin supplements. Aminophylline may reduce Vitamin B6 levels as an adverse effect. Consider supplementation. Avoid excessive or chronic alcohol consumption. Ingesting a large amount of alcohol may reduce aminophylline clearance, therefore increasing its serum concentration. Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of aminophylline. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of aminophylline. Therefore it may reduce the serum concentration and effectiveness of aminophylline. Limit caffeine intake. Excessive caffeine intake with aminophylline may exacerbate caffiene-like side effects such as nausea, nervousness, irritability, insomnia and tremors. Take with food. This may reduce gastric irritation. Aminophylline absorption is slower when taken with food."
"DB01224"|"Avoid alcohol. Take with or without food. If taken with food, take with a light meal."
"DB01225"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB01226"|""
"DB01227"|""
"DB01228"|""
"DB01229"|"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism. Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of paclitaxel. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of paclitaxel and may reduce its serum concentration."
"DB01230"|"Avoid alcohol. Limit caffeine intake. Take with or without food. Food does not significantly affect absorption."
"DB01231"|""
"DB01232"|"Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir. Take after a meal."
"DB01233"|"Avoid alcohol. Take before a meal. Co-administration with food decreases bioavailability - take 30 minutes before meals."
"DB01234"|"Avoid alcohol. Take with food. Food reduces irritation."
"DB01235"|"Avoid multivalent ions. Iron salts may reduce levodopa absorption. Take with or without food. A diet high in protein may delay absorption and AUC of levodopa."
"DB01236"|""
"DB01237"|""
"DB01238"|"Avoid alcohol. Alcohol may increase CNS effects. Drink plenty of fluids. Drink water to avoid dehydration while taking aripiprazole. Take with or without food. Food does not affect absorption."
"DB01239"|"Avoid alcohol. Take with food. Food reduces irritation."
"DB01240"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB01241"|"Take before a meal. Take 30 minutes before meals."
"DB01242"|"Avoid alcohol. Avoid grapefruit products. Take with food. Food reduces irritation."
"DB01243"|""
"DB01244"|"Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug. Take with food. Food reduces nausea."
"DB01245"|""
"DB01246"|"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of alimemazine/trimeprazine. Take after a meal. Taking alimemazine/trimeprazine after eating may reduce drowsiness by allowing for more gradual absorption."
"DB01247"|"Avoid alcohol. The official product labeling suggests avoiding the use of CNS depressants. Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread. Limit caffeine intake."
"DB01248"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of docetaxel."
"DB01249"|""
"DB01250"|"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects."
"DB01251"|""
"DB01252"|""
"DB01253"|""
"DB01254"|"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of dasatinib. Take with or without food. High fat meals may increase the AUC of dasatinib by to 14%; however, the product label recommends taking dasatinib with or without food."
